BOROUGH,LATITUDE,LONGITUDE,HOUR,DAY_OF_WEEK,MONTH,IS_WEEKEND,IS_RUSH_HOUR,CONTRIBUTING FACTOR VEHICLE 1,VEHICLE TYPE CODE 1,TARGET
,40.735313,-73.994125,11,1,11,0,0,Passenger Distraction,Taxi,1
BRONX,40.8626793,-73.9090397,20,6,12,1,0,Physical Disability,PASSENGER VEHICLE,0
,40.708485,-74.01518,9,3,10,0,1,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Pick-up Truck,0
,,,1,5,7,1,0,Driver Inattention/Distraction,LARGE COM VEH(6 OR MORE TIRES),0
BRONX,40.80565,-73.92062,20,6,8,1,0,Unsafe Speed,Sedan,0
BRONX,40.8726198,-73.9046763,8,1,11,0,1,Driver Inattention/Distraction,SPORT UTILITY / STATION WAGON,0
STATEN ISLAND,40.561775,-74.17731,18,1,12,0,1,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0
MANHATTAN,40.74445,-73.97304,12,1,4,0,0,View Obstructed/Limited,Station Wagon/Sport Utility Vehicle,1
,40.744987,-73.991844,19,6,10,1,0,Failure to Yield Right-of-Way,Sedan,0
MANHATTAN,40.7224,-73.99165,9,1,5,0,1,Reaction to Uninvolved Vehicle,Bike,0
MANHATTAN,40.739132,-74.001045,3,5,5,1,0,Passing or Lane Usage Improper,Station Wagon/Sport Utility Vehicle,1
BROOKLYN,40.673103,-73.92793,16,0,5,0,1,Driver Inattention/Distraction,Sedan,1
BROOKLYN,40.63224,-73.98028,12,4,12,0,0,Unspecified,Station Wagon/Sport Utility Vehicle,1
STATEN ISLAND,40.616413,-74.103516,10,3,7,0,0,Unspecified,Bike,0
MANHATTAN,40.77139,-73.95043,12,4,12,0,0,Other Vehicular,Station Wagon/Sport Utility Vehicle,0
BROOKLYN,40.680218,-73.97789,19,6,12,1,0,Driver Inattention/Distraction,Taxi,0
BRONX,40.848255,-73.90976,16,0,6,0,1,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Moped,0
,40.610447,-73.98497,19,4,6,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0
QUEENS,40.74643,-73.90287,18,3,4,0,1,Unspecified,Bus,0
BROOKLYN,40.58667,-73.96615,12,1,12,0,0,Driver Inattention/Distraction,Sedan,0
QUEENS,40.70375,-73.79915,8,6,8,1,1,Failure to Yield Right-of-Way,Sedan,0
BROOKLYN,40.6674368,-73.9844385,14,3,8,0,0,Unspecified,PASSENGER VEHICLE,1
STATEN ISLAND,40.566494,-74.11377,14,2,6,0,0,Pavement Slippery,4 dr sedan,0
BROOKLYN,40.706573,-73.92287,4,5,5,1,0,Unspecified,Sedan,0
BROOKLYN,40.6835,-73.93516,22,5,9,1,0,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,0
MANHATTAN,40.715954,-73.986725,8,1,12,0,1,Backing Unsafely,,0
QUEENS,40.68574,-73.82774,12,3,1,0,0,Failure to Yield Right-of-Way,,0
QUEENS,40.658085,-73.753,18,3,10,0,1,Failure to Yield Right-of-Way,Sedan,0
,,,10,4,12,0,0,Failure to Yield Right-of-Way,SPORT UTILITY / STATION WAGON,0
MANHATTAN,40.8020241,-73.9496815,9,1,2,0,1,Driver Inattention/Distraction,PASSENGER VEHICLE,0
BROOKLYN,40.62774,-73.981575,14,6,6,1,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Bike,0
BROOKLYN,40.575542,-73.96487,17,1,1,0,1,Failure to Yield Right-of-Way,Sedan,0
BROOKLYN,40.69603,-73.9435263,16,3,10,0,1,Other Vehicular,SPORT UTILITY / STATION WAGON,1
MANHATTAN,40.7051837,-74.0073938,14,1,4,0,0,Driver Inattention/Distraction,TAXI,0
MANHATTAN,40.7251925,-73.9870443,9,4,1,0,1,Backing Unsafely,PASSENGER VEHICLE,0
MANHATTAN,40.798306,-73.93682,16,3,8,0,1,Passing or Lane Usage Improper,Bike,1
BRONX,40.842155,-73.88579,17,3,4,0,1,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Bike,1
QUEENS,40.705147,-73.7957,17,4,10,0,1,Driver Inexperience,Station Wagon/Sport Utility Vehicle,0
QUEENS,40.71757,-73.874405,10,6,9,1,0,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,1
BROOKLYN,40.598312,-73.9611853,17,1,5,0,1,Driver Inattention/Distraction,PASSENGER VEHICLE,0
MANHATTAN,40.75578,-74.00199,13,4,5,0,0,Unsafe Speed,Taxi,0
MANHATTAN,40.84787,-73.93641,17,3,1,0,1,Driver Inattention/Distraction,Sedan,0
QUEENS,40.7084892,-73.741467,22,6,12,1,0,Unspecified,UNKNOWN,0
MANHATTAN,40.71523,-74.01334,9,1,9,0,1,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,1
BROOKLYN,40.68777,-73.98701,12,0,3,0,0,Failure to Yield Right-of-Way,Sedan,0
BRONX,40.82833,-73.85021,6,0,1,0,0,Unspecified,Station Wagon/Sport Utility Vehicle,0
QUEENS,40.71806,-73.73642,7,3,9,0,1,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0
,40.679565,-73.93436,18,1,9,0,1,Unspecified,Sedan,0
BROOKLYN,40.620323,-74.02723,15,2,12,0,0,Glare,Station Wagon/Sport Utility Vehicle,0
,,,10,4,5,0,0,Unsafe Speed,Bike,1
MANHATTAN,,,14,4,12,0,0,Backing Unsafely,Sedan,0
QUEENS,40.72145,-73.84399,10,2,6,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0
BRONX,40.8705533,-73.8464085,18,2,7,0,1,Unspecified,SMALL COM VEH(4 TIRES) ,0
BRONX,40.833557,-73.85774,17,5,7,1,1,Unspecified,Sedan,1
MANHATTAN,40.7079778,-74.0080037,16,2,3,0,1,Driver Inattention/Distraction,PASSENGER VEHICLE,0
,,,7,1,3,0,1,Failure to Yield Right-of-Way,PASSENGER VEHICLE,0
QUEENS,40.7531412,-73.8726159,19,1,6,0,0,Unspecified,UNKNOWN,0
,40.686367,-73.929756,14,3,11,0,0,Unspecified,Station Wagon/Sport Utility Vehicle,1
BRONX,40.833363,-73.88769,15,5,3,1,0,Unspecified,Station Wagon/Sport Utility Vehicle,0
MANHATTAN,40.8027515,-73.933575,10,4,8,0,0,Unspecified,MOTORCYCLE,0
QUEENS,40.7456528,-73.9248442,18,2,1,0,1,Driver Inattention/Distraction,PASSENGER VEHICLE,1
QUEENS,40.743374,-73.87975,4,3,11,0,0,Passing or Lane Usage Improper,Moped,0
MANHATTAN,40.761234,-73.96389,12,4,4,0,0,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,1
BROOKLYN,40.6037909,-73.9544333,17,5,10,1,1,Unspecified,PASSENGER VEHICLE,1
BRONX,40.8798659,-73.8759568,16,0,12,0,1,Unspecified,PASSENGER VEHICLE,0
BROOKLYN,40.593487,-73.94349,15,2,1,0,0,Failure to Yield Right-of-Way,,0
,40.761593,-73.79344,20,0,10,0,0,Failure to Yield Right-of-Way,Sedan,1
BROOKLYN,40.6700416,-73.9365694,15,6,12,1,0,Unspecified,SPORT UTILITY / STATION WAGON,0
,,,18,3,8,0,1,Turning Improperly,Bike,1
BRONX,40.87314,-73.90572,17,0,12,0,1,Unspecified,Station Wagon/Sport Utility Vehicle,1
BROOKLYN,40.586002,-73.97221,18,0,10,0,1,Alcohol Involvement,Station Wagon/Sport Utility Vehicle,1
QUEENS,40.753754,-73.80467,10,2,2,0,0,Backing Unsafely,Station Wagon/Sport Utility Vehicle,0
STATEN ISLAND,40.5438696,-74.1444428,13,2,11,0,0,Unspecified,PASSENGER VEHICLE,0
QUEENS,40.6778859,-73.7456092,18,1,12,0,1,Unspecified,VAN,0
BRONX,40.85973,-73.85597,21,3,10,0,0,Unspecified,Station Wagon/Sport Utility Vehicle,0
MANHATTAN,40.71983,-73.98755,9,2,3,0,1,Unspecified,Bike,1
MANHATTAN,40.755756,-73.96479,16,1,9,0,1,Passing or Lane Usage Improper,DELIV,1
BROOKLYN,40.668797,-73.93113,20,1,11,0,0,Failure to Yield Right-of-Way,Sedan,0
BRONX,40.805805,-73.91721,17,0,3,0,1,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0
BRONX,40.905735,-73.849396,11,2,9,0,0,Failure to Yield Right-of-Way,Sedan,0
BRONX,40.821415,-73.88933,13,1,11,0,0,Failure to Yield Right-of-Way,E-Bike,1
BRONX,40.896206,-73.841125,21,3,10,0,0,Failure to Yield Right-of-Way,Sedan,0
MANHATTAN,40.7216783,-73.9806054,19,5,11,1,0,Failure to Yield Right-of-Way,TAXI,0
BROOKLYN,40.625046,-74.02446,9,3,11,0,1,Traffic Control Disregarded,Sedan,0
BROOKLYN,40.59688,-73.97409,8,4,6,0,1,Failure to Yield Right-of-Way,Sedan,0
MANHATTAN,40.74441,-73.972984,11,2,7,0,0,Driver Inattention/Distraction,Sedan,1
,40.563915,-74.11637,8,0,5,0,1,Unspecified,Bus,0
BROOKLYN,40.6364471,-73.9451224,18,1,12,0,1,Failure to Yield Right-of-Way,BUS,0
BROOKLYN,40.6851915,-73.9770284,12,1,10,0,0,Passenger Distraction,PASSENGER VEHICLE,1
,,,2,3,12,0,0,Unspecified,PASSENGER VEHICLE,1
BROOKLYN,40.6698646,-73.9505022,21,3,8,0,0,Driver Inexperience,PASSENGER VEHICLE,0
BRONX,40.832954,-73.92522,19,1,7,0,0,Turning Improperly,Pick-up Truck,1
BROOKLYN,40.6635186,-73.9572076,9,4,11,0,1,Unspecified,SPORT UTILITY / STATION WAGON,1
BRONX,40.831924,-73.85104,17,5,12,1,1,Failure to Yield Right-of-Way,Sedan,0
,40.75348,-73.980896,11,1,11,0,0,Driver Inattention/Distraction,Sedan,0
MANHATTAN,40.752464,-73.98955,1,5,9,1,0,Failure to Yield Right-of-Way,,0
,40.68729,-73.87184,8,4,10,0,1,Driver Inattention/Distraction,Sedan,1
MANHATTAN,40.7604196,-73.9758293,22,4,2,0,0,Driver Inattention/Distraction,TAXI,0
BROOKLYN,40.676563,-73.87299,7,0,12,0,1,Failure to Yield Right-of-Way,Sedan,0
BROOKLYN,40.67363,-73.95401,18,4,4,0,1,Driver Inattention/Distraction,Bike,1
BROOKLYN,40.665188,-73.86939,17,2,1,0,1,Brakes Defective,Sedan,0
BROOKLYN,40.7131061,-73.9514656,18,4,11,0,1,Failure to Yield Right-of-Way,PASSENGER VEHICLE,1
BROOKLYN,40.703182,-73.95382,17,1,11,0,1,Failure to Yield Right-of-Way,Sedan,0
,40.636494,-73.98701,7,0,10,0,1,Unspecified,Bike,1
BRONX,40.840733,-73.85304,8,0,12,0,1,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0
BRONX,40.842655,-73.89052,8,4,10,0,1,Alcohol Involvement,Station Wagon/Sport Utility Vehicle,0
BRONX,40.859875,-73.89323,14,2,9,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,1
BRONX,40.8350109,-73.9035195,9,4,4,0,1,Unspecified,PASSENGER VEHICLE,0
,40.87316,-73.87476,13,2,11,0,0,Passing Too Closely,Bike,1
QUEENS,40.742523,-73.94924,20,3,9,0,0,Driver Inattention/Distraction,Moped,0
BRONX,40.84328,-73.86545,8,3,9,0,1,Unspecified,Pick-up Truck,0
BROOKLYN,40.700527,-73.94161,23,6,7,1,0,Backing Unsafely,Van,0
QUEENS,40.748913,-73.9374,21,1,1,0,0,Driver Inattention/Distraction,Sedan,0
BRONX,40.8224361,-73.8551368,17,4,11,0,1,Traffic Control Disregarded,UNKNOWN,0
STATEN ISLAND,40.57322,-74.106995,0,2,1,0,0,Unspecified,Bus,0
BROOKLYN,40.6215393,-73.9242311,12,5,10,1,0,Unspecified,SPORT UTILITY / STATION WAGON,0
MANHATTAN,40.76721,-73.98809,22,2,7,0,0,Reaction to Uninvolved Vehicle,Bike,1
MANHATTAN,40.7476892,-74.0041684,19,3,5,0,0,Lost Consciousness,TAXI,0
BRONX,40.8544781,-73.8666923,18,3,12,0,1,Unspecified,PASSENGER VEHICLE,0
QUEENS,40.731438,-73.866,13,3,1,0,0,Driver Inattention/Distraction,PK,0
BROOKLYN,40.645767,-73.98529,15,3,12,0,0,Unspecified,Bus,1
,40.7089,-73.95473,12,6,11,1,0,Traffic Control Disregarded,Bike,0
BROOKLYN,40.6451334,-73.9023131,8,2,10,0,1,Backing Unsafely,PASSENGER VEHICLE,0
BROOKLYN,40.68876,-73.98085,12,4,11,0,0,Following Too Closely,E-Bike,0
MANHATTAN,,,12,2,5,0,0,Failure to Yield Right-of-Way,Sedan,0
MANHATTAN,40.731163,-73.99193,2,5,6,1,0,Passing Too Closely,Bike,1
BROOKLYN,40.7036676,-73.9268932,2,2,5,0,0,Unspecified,VAN,0
BRONX,40.8095759,-73.9180493,16,4,5,0,1,Unspecified,PASSENGER VEHICLE,1
MANHATTAN,40.82403,-73.944756,1,2,11,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Pick-up Truck,0
QUEENS,40.720165,-73.844795,20,6,5,1,0,Passing Too Closely,Bus,0
MANHATTAN,40.741272,-73.97535,16,6,5,1,1,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,1
STATEN ISLAND,40.54943,-74.16018,23,4,4,0,0,Driver Inattention/Distraction,,0
MANHATTAN,40.7831465,-73.978327,17,6,2,1,1,Unspecified,PASSENGER VEHICLE,0
QUEENS,40.70938,-73.86964,15,5,4,1,0,Driver Inattention/Distraction,Taxi,0
BROOKLYN,40.6587232,-73.9751561,13,4,9,0,0,Failure to Yield Right-of-Way,SPORT UTILITY / STATION WAGON,0
,40.559383,-74.15393,13,4,7,0,0,Unspecified,Sedan,0
BROOKLYN,40.686726,-73.920006,15,3,9,0,0,Unspecified,Sedan,0
MANHATTAN,40.7852936,-73.9693348,10,1,3,0,0,Unspecified,TAXI,0
,40.8165,-73.946556,11,5,10,1,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0
,40.73247,-73.86167,20,3,5,0,0,,,0
MANHATTAN,,,17,5,11,1,1,Driver Inexperience,Sedan,1
,,,18,0,8,0,1,Traffic Control Disregarded,Station Wagon/Sport Utility Vehicle,1
,40.681236,-73.928734,12,2,11,0,0,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,0
,,,8,1,1,0,1,Failure to Yield Right-of-Way,SPORT UTILITY / STATION WAGON,0
,40.703587,-73.944336,9,2,6,0,1,Driver Inattention/Distraction,Bike,1
BROOKLYN,40.694405,-73.9701,16,3,10,0,1,Passing Too Closely,Bike,1
QUEENS,40.7687928,-73.7746886,16,4,3,0,1,Unspecified,SCOOTER,0
BROOKLYN,40.714214,-73.94773,10,2,9,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0
,40.728928,-73.9195,8,3,2,0,1,Unspecified,Station Wagon/Sport Utility Vehicle,0
QUEENS,40.775257,-73.824554,17,4,1,0,1,Unspecified,Station Wagon/Sport Utility Vehicle,0
MANHATTAN,40.7541306,-73.9883345,9,5,1,1,1,Driver Inattention/Distraction,OTHER,0
,40.83512,-73.94552,19,5,4,1,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0
QUEENS,40.702446,-73.90099,14,6,9,1,0,Unsafe Speed,Sedan,0
MANHATTAN,40.749825,-73.972206,19,5,10,1,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Sedan,1
,40.78257,-73.94522,8,2,7,0,1,Failure to Yield Right-of-Way,E-Scooter,1
BRONX,40.814934,-73.91496,17,5,3,1,1,Driver Inattention/Distraction,Bike,1
,40.67295,-73.92517,9,3,10,0,1,Driver Inattention/Distraction,Sedan,0
QUEENS,40.7317743,-73.8592776,21,2,12,0,0,Unspecified,UNKNOWN,0
BRONX,40.818913,-73.893555,22,0,1,0,0,Unspecified,Station Wagon/Sport Utility Vehicle,0
BROOKLYN,40.5791947,-73.9543457,20,0,5,0,0,Unspecified,PASSENGER VEHICLE,0
,40.75142,-73.987656,5,2,10,0,0,Unspecified,,0
BROOKLYN,40.6341296,-73.9285006,16,0,10,0,1,Unspecified,PASSENGER VEHICLE,1
,40.738457,-73.93981,17,3,12,0,1,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0
BROOKLYN,40.610947,-73.953606,18,4,2,0,1,Unspecified,Sedan,0
BROOKLYN,40.6352888,-73.9581985,16,1,4,0,1,Unspecified,VAN,0
BROOKLYN,40.6293786,-74.0256616,17,1,11,0,1,Pavement Slippery,SPORT UTILITY / STATION WAGON,0
MANHATTAN,40.759113,-73.986565,19,3,10,0,0,Passing Too Closely,Station Wagon/Sport Utility Vehicle,0
BROOKLYN,40.59845,-73.98079,9,1,12,0,1,Driver Inattention/Distraction,Sedan,0
,40.797943,-73.94003,15,2,3,0,0,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,0
QUEENS,40.750977,-73.93474,16,5,11,1,1,Passenger Distraction,Sedan,1
BRONX,40.8122827,-73.9044665,15,1,8,0,0,Aggressive Driving/Road Rage,SPORT UTILITY / STATION WAGON,0
BRONX,40.867313,-73.89699,15,3,5,0,0,Unspecified,Sedan,0
BROOKLYN,40.658173,-73.875305,0,6,11,1,0,Failure to Yield Right-of-Way,Sedan,0
MANHATTAN,40.76391,-73.97834,18,1,10,0,1,Unspecified,Sedan,1
MANHATTAN,40.763824,-73.9924,14,4,8,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Station Wagon/Sport Utility Vehicle,1
MANHATTAN,40.7755322,-73.9764593,19,0,5,0,0,Unspecified,TAXI,1
,40.67412,-73.972534,17,0,1,0,1,Unspecified,Sedan,0
,40.7229781,-74.005058,11,2,10,0,0,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,0
QUEENS,40.766786,-73.8949867,21,2,3,0,0,Unspecified,PASSENGER VEHICLE,1
BRONX,40.88065,-73.86494,4,6,5,1,0,Unspecified,Sedan,0
QUEENS,40.718502,-73.73527,16,2,10,0,1,Failure to Yield Right-of-Way,Sedan,0
,40.820187,-73.890686,14,6,5,1,0,Unspecified,Bike,1
MANHATTAN,40.758087,-73.98026,12,0,5,0,0,Driver Inattention/Distraction,Taxi,1
BROOKLYN,40.644547,-74.01091,19,0,8,0,0,Unspecified,Bike,1
QUEENS,40.746555,-73.82621,20,3,6,0,0,,,0
STATEN ISLAND,40.5979121,-74.0836066,10,4,3,0,0,Unspecified,PASSENGER VEHICLE,0
BROOKLYN,40.621216,-73.93539,15,3,3,0,0,Failure to Yield Right-of-Way,Sedan,1
,40.7360047,-73.9936167,12,2,10,0,0,Driver Inattention/Distraction,E-Bike,1
BRONX,40.8821685,-73.8635882,22,2,11,0,0,Unspecified,PASSENGER VEHICLE,0
QUEENS,40.683002,-73.81954,19,6,3,1,0,Traffic Control Disregarded,Sedan,0
BROOKLYN,40.682446,-73.911674,21,6,9,1,0,,,0
BROOKLYN,40.659496,-73.96056,23,2,6,0,0,Failure to Yield Right-of-Way,,0
BRONX,40.869545,-73.87972,12,5,4,1,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,1
BRONX,40.8363929,-73.9158697,18,1,2,0,1,Failure to Yield Right-of-Way,UNKNOWN,0
,40.565426,-74.13501,14,0,11,0,0,Turning Improperly,Sedan,0
BROOKLYN,40.7105932,-73.9547354,23,1,3,0,0,Unspecified,PASSENGER VEHICLE,1
BRONX,40.82842,-73.86068,16,3,9,0,1,Unspecified,Sedan,1
QUEENS,40.7705273,-73.9273036,14,4,9,0,0,Failure to Yield Right-of-Way,PASSENGER VEHICLE,1
QUEENS,40.595806,-73.76465,11,5,8,1,0,Driver Inattention/Distraction,Sedan,1
MANHATTAN,40.7161873,-74.0092059,3,2,2,0,0,Unspecified,PASSENGER VEHICLE,0
BROOKLYN,40.682747,-73.87537,0,0,8,0,0,Unsafe Speed,Station Wagon/Sport Utility Vehicle,0
BROOKLYN,40.6349084,-73.9613081,18,4,6,0,1,Glare,PASSENGER VEHICLE,0
BROOKLYN,40.6991907,-73.9146796,12,2,11,0,0,Unspecified,UNKNOWN,0
BRONX,40.89204,-73.85814,18,3,2,0,1,Unspecified,Pick-up Truck,0
QUEENS,40.75375,-73.86981,16,0,12,0,1,Unspecified,Sedan,0
BROOKLYN,40.636326,-73.958405,22,4,11,0,0,Unspecified,Sedan,0
QUEENS,40.703342,-73.8002,18,4,1,0,1,Driver Inattention/Distraction,,0
,40.656208,-73.93088,11,1,10,0,0,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,0
QUEENS,40.7497446,-73.8843088,14,4,5,0,0,Unspecified,UNKNOWN,0
MANHATTAN,40.723175,-73.9894,19,1,4,0,0,Unspecified,Station Wagon/Sport Utility Vehicle,0
,40.89675,-73.85988,14,1,8,0,0,Driver Inattention/Distraction,,0
QUEENS,40.674812,-73.84624,17,1,7,0,1,Driver Inattention/Distraction,Pick-up Truck,0
,40.6767,-73.795,9,3,6,0,1,Backing Unsafely,Sedan,0
,,,10,6,9,1,0,Glare,PASSENGER VEHICLE,1
BRONX,40.880833,-73.83232,22,2,6,0,0,Unspecified,Station Wagon/Sport Utility Vehicle,0
,,,1,6,8,1,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,1
BROOKLYN,40.59783,-73.965485,15,0,9,0,0,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,0
QUEENS,40.720646,-73.76031,15,4,5,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Station Wagon/Sport Utility Vehicle,1
BROOKLYN,40.633575,-73.903175,17,3,12,0,1,Unspecified,,0
QUEENS,40.7602718,-73.8039995,21,1,11,0,0,Unspecified,UNKNOWN,0
BROOKLYN,40.6255968,-73.9575958,19,1,10,0,0,Unspecified,PASSENGER VEHICLE,0
,40.73329,-73.98719,12,0,3,0,0,Driver Inattention/Distraction,Sedan,1
QUEENS,40.7357635,-73.7156369,16,2,8,0,1,Failure to Yield Right-of-Way,PASSENGER VEHICLE,1
QUEENS,40.676373,-73.84701,19,0,2,0,0,,Sedan,0
BROOKLYN,40.634132,-73.98765,10,3,8,0,0,Unspecified,Station Wagon/Sport Utility Vehicle,1
MANHATTAN,40.79757,-73.939156,21,6,5,1,0,Turning Improperly,Station Wagon/Sport Utility Vehicle,1
BROOKLYN,40.694023,-73.968735,15,4,10,0,0,Unspecified,Bike,1
BROOKLYN,40.699764,-73.98241,15,2,12,0,0,Unspecified,E-Bike,1
MANHATTAN,40.7484074,-73.9709361,8,4,9,0,1,Driver Inattention/Distraction,SPORT UTILITY / STATION WAGON,0
QUEENS,40.686447,-73.85484,11,5,11,1,0,Failure to Yield Right-of-Way,Sedan,0
QUEENS,40.6093609,-73.7684125,14,3,8,0,0,Driver Inattention/Distraction,SPORT UTILITY / STATION WAGON,1
MANHATTAN,40.7610362,-73.9870157,0,5,10,1,0,Driver Inattention/Distraction,TAXI,0
,40.65133,-73.90607,20,3,12,0,0,Failure to Yield Right-of-Way,Sedan,0
MANHATTAN,40.757233,-73.9898,21,4,8,0,0,Unspecified,Taxi,0
BROOKLYN,40.6241708,-73.9704715,14,6,10,1,0,Driver Inattention/Distraction,SPORT UTILITY / STATION WAGON,1
,40.811367,-73.95402,7,6,9,1,1,Failure to Yield Right-of-Way,Taxi,0
BROOKLYN,40.674603,-73.9817763,18,1,4,0,1,Unspecified,SPORT UTILITY / STATION WAGON,0
BROOKLYN,40.6333529,-73.9202437,23,5,3,1,0,Unspecified,SPORT UTILITY / STATION WAGON,0
BRONX,40.84541,-73.891136,21,1,7,0,0,Driver Inattention/Distraction,Sedan,1
,,,20,3,4,0,0,Unspecified,UNKNOWN,0
BROOKLYN,40.601955,-73.94895,8,3,1,0,1,Unspecified,Station Wagon/Sport Utility Vehicle,0
BROOKLYN,40.65612,-73.93859,1,0,10,0,0,Driver Inattention/Distraction,Sedan,0
BROOKLYN,40.6721609,-73.9872096,16,3,9,0,1,Unspecified,PASSENGER VEHICLE,0
BROOKLYN,40.6613849,-73.884098,3,0,12,0,0,Unspecified,SPORT UTILITY / STATION WAGON,0
STATEN ISLAND,40.546253,-74.15887,13,3,2,0,0,,Sedan,0
BROOKLYN,40.6670104,-73.9003886,20,4,9,0,0,Unspecified,SPORT UTILITY / STATION WAGON,1
QUEENS,40.73093,-73.864586,11,2,9,0,0,Failure to Yield Right-of-Way,Sedan,1
QUEENS,40.750343,-73.878555,10,3,10,0,0,Failure to Yield Right-of-Way,E-Bike,0
QUEENS,40.604954,-73.745865,17,2,6,0,1,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,1
MANHATTAN,40.7597385,-73.9742232,9,5,9,1,1,Physical Disability,TAXI,0
MANHATTAN,40.7285961,-73.9876715,20,1,3,0,0,Unspecified,TAXI,1
BROOKLYN,40.681564,-73.89432,19,1,3,0,0,Unspecified,Station Wagon/Sport Utility Vehicle,0
BRONX,40.866432,-73.86155,8,0,11,0,1,Unspecified,Sedan,0
MANHATTAN,40.7485121,-73.9887144,14,2,6,0,0,Unspecified,TAXI,1
STATEN ISLAND,40.564537,-74.13171,10,1,6,0,0,Driver Inattention/Distraction,Pick-up Truck,0
BRONX,40.848637,-73.91169,8,5,6,1,1,Unspecified,Bike,1
QUEENS,,,7,1,4,0,1,Failure to Yield Right-of-Way,Dump,0
QUEENS,40.76846,-73.79049,13,3,9,0,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,1
QUEENS,40.741863,-73.90751,11,6,3,1,0,Driver Inattention/Distraction,Station Wagon/Sport Utility Vehicle,0
QUEENS,40.66462,-73.75292,8,2,8,0,1,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,0
MANHATTAN,40.7713904,-73.9504303,13,1,11,0,0,Other Vehicular,VAN,0
,,,21,3,7,0,0,Unspecified,UNKNOWN,0
BROOKLYN,40.619247,-73.92208,2,3,5,0,0,,Station Wagon/Sport Utility Vehicle,0
QUEENS,40.682568,-73.79266,15,4,4,0,0,Unspecified,Station Wagon/Sport Utility Vehicle,0
QUEENS,40.70425,-73.90176,8,2,10,0,1,Unspecified,Sedan,0
QUEENS,40.7453916,-73.9055801,12,2,2,0,0,Unspecified,SPORT UTILITY / STATION WAGON,1
MANHATTAN,40.77948,-73.97357,9,4,6,0,1,Unspecified,E-Bike,1
,0.0,0.0,16,4,3,0,1,Backing Unsafely,,0
QUEENS,40.72231,-73.84413,14,2,8,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Sedan,1
QUEENS,40.749508,-73.86621,5,6,8,1,0,Driver Inattention/Distraction,Bike,1
MANHATTAN,40.756382,-73.96433,21,0,3,0,0,Driver Inattention/Distraction,Taxi,0
BROOKLYN,40.6396507,-73.9679172,12,2,7,0,0,Unspecified,PASSENGER VEHICLE,0
,40.735794,-73.85807,3,5,8,1,0,Unspecified,Station Wagon/Sport Utility Vehicle,0
BRONX,40.8267434,-73.8878967,16,1,3,0,1,Unspecified,UNKNOWN,0
MANHATTAN,40.760822,-73.99832,19,4,4,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Pick-up Truck,0
QUEENS,40.665245,-73.73757,20,0,8,0,0,Failure to Yield Right-of-Way,Sedan,1
,40.86258,-73.925385,2,6,8,1,0,Unspecified,Sedan,1
QUEENS,40.6021943,-73.7552246,10,3,11,0,0,Unspecified,VAN,0
BROOKLYN,40.60058,-73.99161,9,5,2,1,1,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,1
QUEENS,40.739204,-73.91854,21,6,11,1,0,Unspecified,Sedan,0
BRONX,40.825424,-73.923485,15,4,10,0,0,Failure to Yield Right-of-Way,Station Wagon/Sport Utility Vehicle,1
